area_name,geometry
Silesia-Kraków Metropolitan Area,"POLYGON ((18.540000 50.420000, 18.560000 50.450000, 18.600000 50.470000, 18.680000 50.480000, 18.780000 50.480000, 18.880000 50.470000, 18.950000 50.450000, 19.020000 50.440000, 19.120000 50.430000, 19.220000 50.440000, 19.320000 50.450000, 19.420000 50.460000, 19.520000 50.470000, 19.600000 50.480000, 19.680000 50.470000, 19.760000 50.450000, 19.840000 50.420000, 19.920000 50.380000, 19.980000 50.340000, 20.040000 50.300000, 20.100000 50.240000, 20.120000 50.180000, 20.120000 50.120000, 20.100000 50.060000, 20.060000 50.010000, 20.000000 49.970000, 19.940000 49.960000, 19.840000 49.960000, 19.740000 49.970000, 19.640000 49.980000, 19.520000 49.980000, 19.400000 49.970000, 19.280000 49.960000, 19.160000 49.960000, 19.040000 49.970000, 18.940000 49.980000, 18.840000 50.000000, 18.740000 50.020000, 18.660000 50.060000, 18.600000 50.100000, 18.560000 50.140000, 18.540000 50.200000, 18.540000 50.260000, 18.540000 50.320000, 18.540000 50.360000, 18.540000 50.420000))"
